race_id,timestamp,speed_px_s
7,1776629692.627,3.895
7,1776629692.827,4.978
7,1776629693.027,5.39
7,1776629693.227,4.835
7,1776629693.427,2.068
7,1776629693.627,1.183
7,1776629693.827,1.376
7,1776629694.027,2.268
7,1776629694.227,2.626
7,1776629694.427,2.218
7,1776629694.627,2.556
7,1776629694.827,2.842
7,1776629695.027,2.036
7,1776629695.227,5.429
7,1776629695.427,5.882
7,1776629695.627,5.713
7,1776629695.827,5.444
7,1776629696.027,5.796
7,1776629696.227,6.097
7,1776629696.427,6.08
7,1776629696.627,6.144
7,1776629696.827,5.862
7,1776629697.027,6.007
7,1776629697.227,5.518
7,1776629697.427,6.169
7,1776629697.627,6.041
7,1776629697.827,6.022
7,1776629698.027,5.541
7,1776629698.227,5.927
7,1776629698.427,5.539
7,1776629698.627,6.174
7,1776629698.827,6.197
7,1776629699.027,5.386
7,1776629699.227,6.263
7,1776629699.427,5.63
7,1776629699.627,5.855
7,1776629699.827,5.692
7,1776629700.027,5.85
7,1776629700.227,5.542
7,1776629700.427,6.093
7,1776629700.627,5.451
7,1776629700.827,5.769
7,1776629701.027,5.663
7,1776629701.227,5.701
7,1776629701.427,4.972
7,1776629701.627,7.516
7,1776629701.827,5.503
7,1776629702.027,4.893
7,1776629702.227,4.95
7,1776629702.427,4.856
7,1776629702.627,4.95
7,1776629702.827,5.231
7,1776629703.027,4.801
7,1776629703.227,4.192
7,1776629703.427,4.595
7,1776629703.627,4.452
7,1776629703.827,4.61
7,1776629704.027,4.712
7,1776629704.227,4.581
7,1776629704.427,3.822
7,1776629704.627,3.768
7,1776629704.827,3.933
7,1776629705.027,3.434
7,1776629705.227,4.167
7,1776629705.427,3.945
7,1776629705.627,3.623
7,1776629705.827,3.218
7,1776629706.027,3.728
7,1776629706.227,3.511
7,1776629706.427,3.467
7,1776629706.627,3.34
7,1776629706.827,3.084
7,1776629707.027,2.925
7,1776629707.227,3.305
7,1776629707.427,2.642
7,1776629707.627,3.45
7,1776629707.827,3.1
7,1776629708.027,2.909
7,1776629708.227,2.059
7,1776629708.427,2.452
7,1776629708.627,3.277
7,1776629708.827,2.9
7,1776629709.027,2.891
7,1776629709.227,2.674
7,1776629709.427,0.731
7,1776629709.627,0.84
7,1776629709.827,0.987
7,1776629710.027,0.379
7,1776629710.227,1.702
7,1776629710.427,0.824
7,1776629710.627,0.401
7,1776629710.827,0.413
7,1776629711.027,0.359
7,1776629711.227,3.118
7,1776629711.427,2.906
7,1776629711.627,2.985
7,1776629711.827,3.165
7,1776629712.027,3.661
7,1776629712.227,3.432
7,1776629712.427,3.518
7,1776629712.627,3.459
7,1776629712.827,3.432
7,1776629713.027,3.771
7,1776629713.227,3.324
7,1776629713.427,3.81
7,1776629713.627,3.345
7,1776629713.827,3.306
7,1776629714.027,3.537
7,1776629714.227,3.463
7,1776629714.427,4.031
7,1776629714.627,4.642
7,1776629714.827,4.394
7,1776629715.027,4.504
7,1776629715.227,4.27
7,1776629715.427,4.96
7,1776629715.627,5.592
7,1776629715.827,4.538
7,1776629716.027,5.394
7,1776629716.227,4.72
7,1776629716.427,5.348
7,1776629716.627,4.493
7,1776629716.827,5.803
7,1776629717.027,5.09
7,1776629717.227,4.537
7,1776629717.427,5.495
7,1776629717.627,5.8
7,1776629717.827,5.579
7,1776629718.027,5.615
7,1776629718.227,5.585
7,1776629718.427,5.494
7,1776629718.627,5.725
7,1776629718.827,5.522
7,1776629719.027,6.225
7,1776629719.227,5.713
7,1776629719.427,6.325
7,1776629719.627,5.794
7,1776629719.827,5.979
7,1776629720.027,6.19
7,1776629720.227,5.91
7,1776629720.427,5.672
7,1776629720.627,5.971
7,1776629720.827,6.099
7,1776629721.027,6.379
7,1776629721.227,5.631
7,1776629721.427,5.898
7,1776629721.627,5.576
7,1776629721.827,5.786
7,1776629722.027,5.74
7,1776629722.227,6.025
7,1776629722.427,5.42
7,1776629722.627,5.715
7,1776629722.827,5.902
7,1776629723.027,5.879
7,1776629723.227,5.725
7,1776629723.427,5.867
7,1776629723.627,5.467
7,1776629723.827,5.393
7,1776629724.027,5.256
7,1776629724.227,5.313
7,1776629724.427,5.649
7,1776629724.627,4.981
7,1776629724.827,4.573
7,1776629725.027,5.208
7,1776629725.227,4.728
7,1776629725.427,2.352
7,1776629725.627,1.127
7,1776629725.827,0.752
7,1776629726.027,2.21
7,1776629726.227,1.502
7,1776629726.427,0.787
7,1776629726.627,1.531
7,1776629726.827,1.632
7,1776629727.027,0.39
7,1776629727.227,3.187
8,1776629762.501,5.315
8,1776629762.701,4.838
8,1776629762.901,4.141
8,1776629763.101,4.237
8,1776629763.301,6.364
8,1776629763.501,4.956
8,1776629763.701,4.818
8,1776629763.901,5.678
8,1776629764.101,5.254
8,1776629764.301,5.31
8,1776629764.501,5.744
8,1776629764.701,5.148
8,1776629764.901,4.998
8,1776629765.101,5.899
8,1776629765.301,5.892
8,1776629765.501,5.209
8,1776629765.701,7.451
8,1776629765.901,7.56
8,1776629766.101,5.345
8,1776629766.301,5.271
8,1776629766.501,5.771
8,1776629766.701,5.441
8,1776629766.901,6.105
8,1776629767.101,5.82
8,1776629767.301,5.949
8,1776629767.501,5.897
8,1776629767.701,6.024
8,1776629767.901,5.47
8,1776629768.101,6.041
8,1776629768.301,6.406
8,1776629768.501,5.665
8,1776629768.701,6.053
8,1776629768.901,5.42
8,1776629769.101,6.013
8,1776629769.301,5.973
8,1776629769.501,6.678
8,1776629769.701,5.734
8,1776629769.901,6.364
8,1776629770.101,5.94
8,1776629770.301,5.29
8,1776629770.501,5.531
8,1776629770.701,5.545
8,1776629770.901,5.752
8,1776629771.101,5.377
8,1776629771.301,5.307
8,1776629771.501,4.91
8,1776629771.701,4.727
8,1776629771.901,5.119
8,1776629772.101,4.958
8,1776629772.301,4.777
8,1776629772.501,5.088
8,1776629772.701,5.387
8,1776629772.901,4.425
8,1776629773.101,4.64
8,1776629773.301,5.262
8,1776629773.501,4.083
8,1776629773.701,4.557
8,1776629773.901,4.584
8,1776629774.101,4.353
8,1776629774.301,3.858
8,1776629774.501,4.574
8,1776629774.701,3.538
8,1776629774.901,3.786
8,1776629775.101,3.656
8,1776629775.301,3.582
8,1776629775.501,3.817
8,1776629775.701,3.334
8,1776629775.901,3.376
8,1776629776.101,3.587
8,1776629776.301,3.268
8,1776629776.501,2.918
8,1776629776.701,0.946
8,1776629776.901,0.744
8,1776629777.101,1.13
8,1776629777.301,0.882
8,1776629777.501,0.774
8,1776629777.701,0.906
8,1776629777.901,1.666
8,1776629778.101,0.888
8,1776629778.301,1.355
8,1776629778.501,3.285
8,1776629778.701,2.799
8,1776629778.901,3.32
8,1776629779.101,2.678
8,1776629779.301,3.127
8,1776629779.501,2.648
8,1776629779.701,2.408
8,1776629779.901,2.938
8,1776629780.101,3.819
8,1776629780.301,3.259
8,1776629780.501,2.661
8,1776629780.701,3.616
8,1776629780.901,2.947
8,1776629781.101,2.943
8,1776629781.301,3.071
8,1776629781.501,3.045
8,1776629781.701,3.557
8,1776629781.901,2.658
8,1776629782.101,4.37
8,1776629782.301,2.844
8,1776629782.501,3.382
8,1776629782.701,3.482
8,1776629782.901,3.7
8,1776629783.101,4.057
8,1776629783.301,3.103
8,1776629783.501,4.092
8,1776629783.701,3.975
8,1776629783.901,4.01
8,1776629784.101,3.45
8,1776629784.301,4.457
8,1776629784.501,4.594
8,1776629784.701,3.828
8,1776629784.901,4.256
8,1776629785.101,4.437
8,1776629785.301,4.573
8,1776629785.501,4.172
8,1776629785.701,3.724
8,1776629785.901,4.999
8,1776629786.101,4.276
8,1776629786.301,4.641
8,1776629786.501,5.477
8,1776629786.701,5.532
8,1776629786.901,4.961
8,1776629787.101,5.371
8,1776629787.301,5.005
8,1776629787.501,5.642
8,1776629787.701,5.163
8,1776629787.901,7.56
8,1776629788.101,5.132
8,1776629788.301,6.133
8,1776629788.501,5.67
8,1776629788.701,5.428
8,1776629788.901,5.575
8,1776629789.101,5.988
8,1776629789.301,6.384
8,1776629789.501,6.169
8,1776629789.701,5.713
8,1776629789.901,6.393
8,1776629790.101,6.079
8,1776629790.301,5.717
8,1776629790.501,5.748
8,1776629790.701,5.812
8,1776629790.901,5.769
8,1776629791.101,6.314
8,1776629791.301,5.864
8,1776629791.501,6.069
8,1776629791.701,6.023
8,1776629791.901,5.485
8,1776629792.101,5.777
8,1776629792.301,6.163
8,1776629792.501,6.066
8,1776629792.701,2.288
8,1776629792.901,3.365
8,1776629793.101,2.749
8,1776629793.301,2.912
8,1776629793.501,2.569
8,1776629793.701,2.916
8,1776629793.901,2.555
8,1776629794.101,1.97
8,1776629794.301,0.983
8,1776629794.501,5.454
8,1776629794.701,5.018
8,1776629794.901,4.73
8,1776629795.101,4.817
8,1776629795.301,5.161
8,1776629795.501,6.449
8,1776629795.701,5.417
8,1776629795.901,4.161
8,1776629796.101,4.236
8,1776629796.301,4.422
8,1776629796.501,4.327
8,1776629796.701,4.265
8,1776629796.901,4.41
8,1776629797.101,3.719
8,1776629797.301,4.206
8,1776629797.501,3.909
8,1776629797.701,4.014
8,1776629797.901,3.976
8,1776629798.101,4.462
8,1776629798.301,3.654
8,1776629798.501,4.107
8,1776629798.701,3.489
8,1776629798.901,3.458
8,1776629799.101,3.253
8,1776629799.301,2.999
8,1776629799.501,2.712
8,1776629799.701,2.753
8,1776629799.901,2.674
8,1776629800.101,2.782
8,1776629800.301,3.255
8,1776629800.501,3.399
8,1776629800.701,2.714
8,1776629800.901,3.194
8,1776629801.101,2.989
8,1776629801.301,2.922
8,1776629801.501,2.845
8,1776629801.701,2.79
8,1776629801.901,2.69
8,1776629802.101,2.78
8,1776629802.301,2.77
8,1776629802.501,2.873
8,1776629802.701,2.952
8,1776629802.901,2.846
8,1776629803.101,3.253
8,1776629803.301,3.165
8,1776629803.501,3.524
8,1776629803.701,3.239
8,1776629803.901,3.096
8,1776629804.101,2.585
8,1776629804.301,3.408
8,1776629804.501,2.745
8,1776629804.701,3.24
8,1776629804.901,3.542
8,1776629805.101,2.722
8,1776629805.301,3.152
8,1776629805.501,2.72
8,1776629805.701,3.553
8,1776629805.901,3.535
8,1776629806.101,3.678
8,1776629806.301,4.139
8,1776629806.501,3.488
8,1776629806.701,3.766
8,1776629806.901,3.942
8,1776629807.101,4.019
8,1776629807.301,4.158
8,1776629807.501,4.385
8,1776629807.701,6.43
8,1776629807.901,3.979
8,1776629808.101,4.757
8,1776629808.301,4.271
8,1776629808.501,4.287
8,1776629808.701,2.864
8,1776629808.901,2.333
8,1776629809.101,1.697
8,1776629809.301,2.854
8,1776629809.501,2.227
8,1776629809.701,0.783
8,1776629809.901,2.847
8,1776629810.101,2.266
8,1776629810.301,2.147
8,1776629810.501,5.433
8,1776629810.701,7.56
8,1776629810.901,5.733
8,1776629811.101,5.42
8,1776629811.301,5.342
8,1776629811.501,5.731
8,1776629811.701,6.69
8,1776629811.901,5.539
8,1776629812.101,6.376
8,1776629812.301,5.345
8,1776629812.501,5.467
8,1776629812.701,6.023
8,1776629812.901,6.587
8,1776629813.101,7.56
8,1776629813.301,5.458
8,1776629813.501,5.93
8,1776629813.701,5.589
8,1776629813.901,5.749
8,1776629814.101,6.236
8,1776629814.301,6.331
8,1776629814.501,5.684
8,1776629814.701,5.854
8,1776629814.901,5.798
8,1776629815.101,5.868
8,1776629815.301,6.0
8,1776629815.501,6.099
8,1776629815.701,5.273
8,1776629815.901,6.036
8,1776629816.101,6.056
8,1776629816.301,5.827
8,1776629816.501,5.101
8,1776629816.701,5.614
8,1776629816.901,5.127
8,1776629817.101,5.232
8,1776629817.301,5.343
8,1776629817.501,4.655
8,1776629817.701,4.487
8,1776629817.901,5.043
8,1776629818.101,4.801
8,1776629818.301,5.024
8,1776629818.501,4.789
8,1776629818.701,4.341
8,1776629818.901,4.094
8,1776629819.101,3.937
8,1776629819.301,4.265
8,1776629819.501,3.942
8,1776629819.701,4.614
8,1776629819.901,4.585
8,1776629820.101,4.008
8,1776629820.301,3.795
8,1776629820.501,3.59
8,1776629820.701,4.371
8,1776629820.901,3.63
8,1776629821.101,3.814
8,1776629821.301,3.419
8,1776629821.501,4.225
8,1776629821.701,3.523
8,1776629821.901,3.063
8,1776629822.101,3.462
8,1776629822.301,2.713
8,1776629822.501,3.482
8,1776629822.701,4.551
8,1776629822.901,3.582
8,1776629823.101,3.068
8,1776629823.301,2.807
8,1776629823.501,2.543
8,1776629823.701,3.618
8,1776629823.901,3.181
8,1776629824.101,3.408
8,1776629824.301,2.806
8,1776629824.501,3.112
8,1776629824.701,1.255
8,1776629824.901,0.825
8,1776629825.101,1.043
8,1776629825.301,1.204
8,1776629825.501,1.966
8,1776629825.701,0.776
8,1776629825.901,1.136
8,1776629826.101,0.567
8,1776629826.301,0.85
8,1776629826.501,2.728
8,1776629826.701,3.305
8,1776629826.901,2.643
8,1776629827.101,3.891
8,1776629827.301,3.175
8,1776629827.501,2.823
8,1776629827.701,3.241
8,1776629827.901,3.58
8,1776629828.101,4.748
8,1776629828.301,3.239
8,1776629828.501,3.313
8,1776629828.701,3.62
8,1776629828.901,4.285
8,1776629829.101,3.536
8,1776629829.301,4.204
8,1776629829.501,5.368
8,1776629829.701,3.937
8,1776629829.901,3.758
8,1776629830.101,4.882
8,1776629830.301,5.929
8,1776629830.501,4.305
8,1776629830.701,4.366
8,1776629830.901,4.902
8,1776629831.101,4.515
8,1776629831.301,4.92
8,1776629831.501,5.278
8,1776629831.701,4.9
8,1776629831.901,5.11
8,1776629832.101,5.554
8,1776629832.301,4.633
8,1776629832.501,5.584
8,1776629832.701,5.694
8,1776629832.901,5.503
8,1776629833.101,5.993
8,1776629833.301,5.694
8,1776629833.501,5.616
8,1776629833.701,5.93
8,1776629833.901,5.827
8,1776629834.101,5.618
8,1776629834.301,6.43
8,1776629834.501,6.101
8,1776629834.701,5.962
8,1776629834.901,6.186
8,1776629835.101,6.403
8,1776629835.301,5.548
8,1776629835.501,6.483
8,1776629835.701,5.956
8,1776629835.901,6.806
8,1776629836.101,6.457
8,1776629836.301,6.371
8,1776629836.501,5.831
8,1776629836.701,6.478
8,1776629836.901,6.129
8,1776629837.101,6.223
8,1776629837.301,5.806
8,1776629837.501,5.184
8,1776629837.701,5.972
8,1776629837.901,5.606
8,1776629838.101,5.389
8,1776629838.301,5.996
8,1776629838.501,5.082
8,1776629838.701,5.937
8,1776629838.901,5.657
8,1776629839.101,5.732
8,1776629839.301,4.62
8,1776629839.501,5.177
8,1776629839.701,5.371
8,1776629839.901,5.343
8,1776629840.101,4.791
8,1776629840.301,4.83
8,1776629840.501,4.625
8,1776629840.701,2.653
8,1776629840.901,1.068
8,1776629841.101,2.548
8,1776629841.301,1.779
8,1776629841.501,2.004
8,1776629841.701,1.562
8,1776629841.901,1.615
8,1776629842.101,2.779
8,1776629842.301,1.1
8,1776629842.501,3.951
8,1776629842.701,4.204
8,1776629842.901,3.238
8,1776629843.101,3.585
8,1776629843.301,3.896
8,1776629843.501,4.142
8,1776629843.701,3.033
8,1776629843.901,3.297
8,1776629844.101,3.687
8,1776629844.301,3.679
9,1776629879.539,4.861
9,1776629879.739,4.184
9,1776629879.939,4.343
9,1776629880.139,4.302
9,1776629880.339,4.825
9,1776629880.539,5.253
9,1776629880.739,4.981
9,1776629880.939,4.881
9,1776629881.139,5.13
9,1776629881.339,5.009
9,1776629881.539,5.293
9,1776629881.739,5.65
9,1776629881.939,4.861
9,1776629882.139,5.824
9,1776629882.339,5.739
9,1776629882.539,6.108
9,1776629882.739,6.188
9,1776629882.939,6.042
9,1776629883.139,4.991
9,1776629883.339,5.461
9,1776629883.539,5.636
9,1776629883.739,6.066
9,1776629883.939,5.676
9,1776629884.139,5.368
9,1776629884.339,6.337
9,1776629884.539,6.189
9,1776629884.739,5.5
9,1776629884.939,6.036
9,1776629885.139,5.54
9,1776629885.339,5.961
9,1776629885.539,6.146
9,1776629885.739,5.438
9,1776629885.939,5.978
9,1776629886.139,6.213
9,1776629886.339,5.638
9,1776629886.539,6.078
9,1776629886.739,5.893
9,1776629886.939,6.258
9,1776629887.139,5.239
9,1776629887.339,5.956
9,1776629887.539,5.26
9,1776629887.739,5.61
9,1776629887.939,5.376
9,1776629888.139,5.525
9,1776629888.339,5.466
9,1776629888.539,5.716
9,1776629888.739,5.459
9,1776629888.939,5.423
9,1776629889.139,4.885
9,1776629889.339,5.077
9,1776629889.539,4.634
9,1776629889.739,4.605
9,1776629889.939,5.11
9,1776629890.139,5.048
9,1776629890.339,4.387
9,1776629890.539,4.822
9,1776629890.739,4.144
9,1776629890.939,4.075
9,1776629891.139,3.977
9,1776629891.339,4.082
9,1776629891.539,4.131
9,1776629891.739,3.323
9,1776629891.939,3.702
9,1776629892.139,3.387
9,1776629892.339,4.487
9,1776629892.539,4.248
9,1776629892.739,3.365
9,1776629892.939,3.064
9,1776629893.139,3.757
9,1776629893.339,2.759
9,1776629893.539,2.947
9,1776629893.739,0.92
9,1776629893.939,1.737
9,1776629894.139,1.423
9,1776629894.339,0.817
9,1776629894.539,1.235
9,1776629894.739,0.599
9,1776629894.939,1.473
9,1776629895.139,0.305
9,1776629895.339,0.724
9,1776629895.539,2.867
9,1776629895.739,2.888
9,1776629895.939,2.878
9,1776629896.139,2.774
9,1776629896.339,2.953
9,1776629896.539,2.738
9,1776629896.739,2.452
9,1776629896.939,2.422
9,1776629897.139,3.232
9,1776629897.339,2.986
9,1776629897.539,2.87
9,1776629897.739,2.379
9,1776629897.939,2.607
9,1776629898.139,2.712
9,1776629898.339,2.812
9,1776629898.539,2.706
9,1776629898.739,3.36
9,1776629898.939,2.984
9,1776629899.139,3.311
9,1776629899.339,3.005
9,1776629899.539,3.96
9,1776629899.739,3.961
9,1776629899.939,2.946
9,1776629900.139,3.387
9,1776629900.339,4.059
9,1776629900.539,3.05
9,1776629900.739,6.039
9,1776629900.939,4.262
9,1776629901.139,4.079
9,1776629901.339,4.016
9,1776629901.539,4.241
9,1776629901.739,4.26
9,1776629901.939,4.332
9,1776629902.139,4.454
9,1776629902.339,4.832
9,1776629902.539,4.359
9,1776629902.739,4.402
9,1776629902.939,4.621
9,1776629903.139,4.775
9,1776629903.339,4.922
9,1776629903.539,4.92
9,1776629903.739,4.749
9,1776629903.939,5.562
9,1776629904.139,5.362
9,1776629904.339,5.296
9,1776629904.539,5.018
9,1776629904.739,5.592
9,1776629904.939,5.367
9,1776629905.139,5.003
9,1776629905.339,5.734
9,1776629905.539,5.222
9,1776629905.739,5.734
9,1776629905.939,5.768
9,1776629906.139,5.78
9,1776629906.339,6.043
9,1776629906.539,6.126
9,1776629906.739,5.723
9,1776629906.939,5.944
9,1776629907.139,6.226
9,1776629907.339,6.082
9,1776629907.539,6.342
9,1776629907.739,6.003
9,1776629907.939,6.177
9,1776629908.139,6.048
9,1776629908.339,5.746
9,1776629908.539,5.809
9,1776629908.739,5.779
9,1776629908.939,6.246
9,1776629909.139,6.306
9,1776629909.339,5.638
9,1776629909.539,5.644
9,1776629909.739,2.62
9,1776629909.939,2.103
9,1776629910.139,2.924
9,1776629910.339,1.094
9,1776629910.539,3.269
9,1776629910.739,2.455
9,1776629910.939,2.927
9,1776629911.139,2.446
9,1776629911.339,0.454
9,1776629911.539,5.107
9,1776629911.739,4.962
9,1776629911.939,6.656
9,1776629912.139,4.978
9,1776629912.339,4.67
9,1776629912.539,4.326
9,1776629912.739,4.615
9,1776629912.939,3.92
9,1776629913.139,4.806
9,1776629913.339,4.308
9,1776629913.539,3.938
9,1776629913.739,4.451
9,1776629913.939,3.791
9,1776629914.139,4.249
9,1776629914.339,4.109
9,1776629914.539,3.944
9,1776629914.739,4.064
9,1776629914.939,3.356
9,1776629915.139,3.867
9,1776629915.339,3.48
9,1776629915.539,3.475
9,1776629915.739,3.246
9,1776629915.939,3.514
9,1776629916.139,3.729
9,1776629916.339,3.529
9,1776629916.539,2.577
9,1776629916.739,3.21
9,1776629916.939,3.638
9,1776629917.139,3.491
9,1776629917.339,2.875
9,1776629917.539,3.246
9,1776629917.739,2.96
9,1776629917.939,2.923
9,1776629918.139,3.627
9,1776629918.339,2.797
9,1776629918.539,2.727
9,1776629918.739,2.854
9,1776629918.939,3.197
9,1776629919.139,3.219
9,1776629919.339,3.021
9,1776629919.539,3.037
9,1776629919.739,2.776
9,1776629919.939,2.517
9,1776629920.139,3.071
9,1776629920.339,2.518
9,1776629920.539,3.105
9,1776629920.739,2.792
9,1776629920.939,2.954
9,1776629921.139,3.132
9,1776629921.339,2.578
9,1776629921.539,3.138
9,1776629921.739,3.26
9,1776629921.939,3.217
9,1776629922.139,3.18
9,1776629922.339,3.088
9,1776629922.539,3.171
9,1776629922.739,3.39
9,1776629922.939,3.735
9,1776629923.139,3.976
9,1776629923.339,3.704
9,1776629923.539,3.542
9,1776629923.739,4.96
9,1776629923.939,3.768
9,1776629924.139,4.701
9,1776629924.339,4.131
9,1776629924.539,4.064
9,1776629924.739,5.105
9,1776629924.939,4.709
9,1776629925.139,4.008
9,1776629925.339,4.5
9,1776629925.539,4.036
9,1776629925.739,0.889
9,1776629925.939,2.447
9,1776629926.139,2.563
9,1776629926.339,1.78
9,1776629926.539,1.169
9,1776629926.739,1.851
9,1776629926.939,2.156
9,1776629927.139,1.18
9,1776629927.339,2.284
9,1776629927.539,5.68
9,1776629927.739,5.701
9,1776629927.939,5.405
9,1776629928.139,5.11
9,1776629928.339,5.972
9,1776629928.539,6.6
9,1776629928.739,5.968
9,1776629928.939,5.802
9,1776629929.139,5.803
9,1776629929.339,5.484
9,1776629929.539,5.788
9,1776629929.739,5.751
9,1776629929.939,6.039
9,1776629930.139,5.948
9,1776629930.339,6.802
9,1776629930.539,7.56
9,1776629930.739,5.805
9,1776629930.939,6.195
9,1776629931.139,5.665
9,1776629931.339,6.143
9,1776629931.539,5.178
9,1776629931.739,5.181
9,1776629931.939,5.079
9,1776629932.139,5.964
9,1776629932.339,5.622
9,1776629932.539,5.193
9,1776629932.739,5.598
9,1776629932.939,6.157
9,1776629933.139,5.896
9,1776629933.339,6.056
9,1776629933.539,5.66
9,1776629933.739,5.637
9,1776629933.939,5.389
9,1776629934.139,5.299
9,1776629934.339,4.851
9,1776629934.539,5.175
9,1776629934.739,4.827
9,1776629934.939,4.463
9,1776629935.139,4.758
9,1776629935.339,4.474
9,1776629935.539,6.489
9,1776629935.739,4.83
9,1776629935.939,4.75
9,1776629936.139,4.136
9,1776629936.339,4.556
9,1776629936.539,4.175
9,1776629936.739,4.931
9,1776629936.939,4.316
9,1776629937.139,3.924
9,1776629937.339,4.484
9,1776629937.539,3.618
9,1776629937.739,3.092
9,1776629937.939,2.414
9,1776629938.139,4.207
9,1776629938.339,3.03
9,1776629938.539,3.224
9,1776629938.739,3.696
9,1776629938.939,2.298
9,1776629939.139,3.718
9,1776629939.339,3.642
9,1776629939.539,3.299
9,1776629939.739,3.035
9,1776629939.939,2.77
9,1776629940.139,2.345
9,1776629940.339,2.825
9,1776629940.539,2.95
9,1776629940.739,2.956
9,1776629940.939,1.977
9,1776629941.139,2.923
9,1776629941.339,3.284
9,1776629941.539,3.003
9,1776629941.739,1.131
9,1776629941.939,0.651
9,1776629942.139,1.301
9,1776629942.339,1.042
9,1776629942.539,1.408
9,1776629942.739,0.963
9,1776629942.939,1.184
9,1776629943.139,1.21
9,1776629943.339,0.945
9,1776629943.539,3.46
9,1776629943.739,3.316
9,1776629943.939,2.308
9,1776629944.139,3.428
9,1776629944.339,3.18
9,1776629944.539,3.043
9,1776629944.739,3.47
9,1776629944.939,3.107
9,1776629945.139,3.867
9,1776629945.339,3.431
9,1776629945.539,3.648
9,1776629945.739,3.598
9,1776629945.939,3.727
9,1776629946.139,4.003
9,1776629946.339,4.143
9,1776629946.539,4.039
9,1776629946.739,4.207
9,1776629946.939,3.865
9,1776629947.139,3.593
9,1776629947.339,4.3
9,1776629947.539,4.251
9,1776629947.739,4.359
9,1776629947.939,4.288
9,1776629948.139,4.346
9,1776629948.339,4.996
9,1776629948.539,4.904
9,1776629948.739,4.925
9,1776629948.939,5.69
9,1776629949.139,4.609
9,1776629949.339,4.905
9,1776629949.539,5.166
9,1776629949.739,4.716
9,1776629949.939,5.687
9,1776629950.139,6.034
9,1776629950.339,5.298
9,1776629950.539,5.67
9,1776629950.739,5.569
9,1776629950.939,5.373
9,1776629951.139,5.876
9,1776629951.339,5.783
9,1776629951.539,5.561
9,1776629951.739,5.933
9,1776629951.939,6.298
9,1776629952.139,5.963
9,1776629952.339,5.508
9,1776629952.539,6.58
9,1776629952.739,5.861
9,1776629952.939,6.025
9,1776629953.139,6.035
9,1776629953.339,6.386
9,1776629953.539,5.899
9,1776629953.739,6.197
9,1776629953.939,6.172
9,1776629954.139,6.452
9,1776629954.339,5.897
9,1776629954.539,6.333
9,1776629954.739,5.449
9,1776629954.939,5.753
9,1776629955.139,5.629
9,1776629955.339,5.816
9,1776629955.539,7.56
9,1776629955.739,5.507
9,1776629955.939,5.343
9,1776629956.139,5.267
9,1776629956.339,4.99
9,1776629956.539,5.386
9,1776629956.739,5.552
9,1776629956.939,4.553
9,1776629957.139,5.054
9,1776629957.339,4.723
9,1776629957.539,4.594
9,1776629957.739,2.334
9,1776629957.939,1.084
10,1776629993.335,3.605
10,1776629993.535,4.452
10,1776629993.735,4.399
10,1776629993.935,4.367
10,1776629994.135,4.456
10,1776629994.335,5.257
10,1776629994.535,4.635
10,1776629994.735,5.108
10,1776629994.935,5.14
10,1776629995.135,5.237
10,1776629995.335,4.657
10,1776629995.535,5.414
10,1776629995.735,4.903
10,1776629995.935,5.192
10,1776629996.135,5.101
10,1776629996.335,5.169
10,1776629996.535,5.817
10,1776629996.735,5.642
10,1776629996.935,6.425
10,1776629997.135,6.205
10,1776629997.335,5.443
10,1776629997.535,5.735
10,1776629997.735,6.299
10,1776629997.935,6.069
10,1776629998.135,6.59
10,1776629998.335,5.635
10,1776629998.535,6.07
10,1776629998.735,5.893
10,1776629998.935,6.13
10,1776629999.135,5.31
10,1776629999.335,5.625
10,1776629999.535,5.62
10,1776629999.735,5.677
10,1776629999.935,6.049
10,1776630000.135,5.64
10,1776630000.335,5.816
10,1776630000.535,5.737
10,1776630000.735,5.81
10,1776630000.935,5.079
10,1776630001.135,5.861
10,1776630001.335,5.799
10,1776630001.535,5.869
10,1776630001.735,5.386
10,1776630001.935,5.81
10,1776630002.135,4.991
10,1776630002.335,4.988
10,1776630002.535,5.424
10,1776630002.735,5.265
10,1776630002.935,5.404
10,1776630003.135,4.971
10,1776630003.335,4.716
10,1776630003.535,4.414
10,1776630003.735,4.576
10,1776630003.935,4.795
10,1776630004.135,4.171
10,1776630004.335,5.008
10,1776630004.535,4.038
10,1776630004.735,5.208
10,1776630004.935,4.552
10,1776630005.135,4.188
10,1776630005.335,3.767
10,1776630005.535,3.48
10,1776630005.735,4.139
10,1776630005.935,3.487
10,1776630006.135,3.542
10,1776630006.335,3.951
10,1776630006.535,3.42
10,1776630006.735,3.719
10,1776630006.935,3.819
10,1776630007.135,3.265
10,1776630007.335,3.907
10,1776630007.535,1.813
10,1776630007.735,0.971
10,1776630007.935,1.892
10,1776630008.135,0.461
10,1776630008.335,0.64
10,1776630008.535,1.531
10,1776630008.735,1.689
10,1776630008.935,1.001
10,1776630009.135,0.488
10,1776630009.335,2.634
10,1776630009.535,2.93
10,1776630009.735,2.634
10,1776630009.935,3.193
10,1776630010.135,2.308
10,1776630010.335,2.299
10,1776630010.535,2.792
10,1776630010.735,2.629
10,1776630010.935,3.289
10,1776630011.135,3.15
10,1776630011.335,3.366
10,1776630011.535,2.54
10,1776630011.735,2.853
10,1776630011.935,3.114
10,1776630012.135,3.578
10,1776630012.335,3.147
10,1776630012.535,3.124
10,1776630012.735,3.07
