race_id,timestamp,lap_number,duration_s,avg_speed_px_s
85,1778321499.957,2,1.377,3.461
85,1778321501.971,2,1.298,4.048
85,1778321511.068,2,2.277,3.51
85,1778321517.427,2,0.52,6.103
85,1778321521.113,3,1.134,4.241
85,1778321524.662,3,1.041,6.652
85,1778321526.192,3,0.342,5.077
85,1778321532.128,3,1.751,3.732
85,1778321538.526,3,1.058,6.38
85,1778321542.226,3,1.421,2.811
86,1778321677.328,1,1.604,5.745
86,1778321690.232,1,1.333,4.256
86,1778321693.875,2,1.378,3.814
86,1778321694.119,2,0.177,5.1
86,1778321698.339,2,1.833,4.543
86,1778321706.161,2,1.759,3.155
86,1778321709.97,2,1.865,3.742
86,1778321716.392,3,1.218,4.15
86,1778321721.61,3,2.551,4.315
86,1778321735.852,3,1.791,2.829
86,1778321738.749,3,1.496,2.297
86,1778321677.328,1,1.604,5.745
86,1778321690.232,1,1.333,4.256
86,1778321693.875,2,1.378,3.814
86,1778321694.119,2,0.177,5.1
86,1778321698.339,2,1.833,4.543
86,1778321706.161,2,1.759,3.155
86,1778321709.97,2,1.865,3.742
86,1778321716.392,3,1.218,4.15
86,1778321721.61,3,2.551,4.315
86,1778321735.852,3,1.791,2.829
86,1778321738.749,3,1.496,2.297
87,1778321751.133,1,1.085,6.676
87,1778321757.481,1,1.06,4.441
87,1778321764.397,1,1.092,5.143
87,1778321770.737,2,1.6,4.227
87,1778321779.778,2,2.119,3.389
87,1778321787.59,2,2.157,3.017
87,1778321790.887,3,1.264,3.396
87,1778321794.499,3,2.376,5.568
87,1778321801.729,3,1.3,4.455
87,1778321805.523,3,1.334,4.323
87,1778321810.632,3,0.44,2.502
88,1778322558.912,1,0.958,6.605
88,1778322570.642,1,0.747,1.762
88,1778322572.629,1,0.96,5.561
88,1778322580.424,2,0.885,6.55
88,1778322586.461,2,1.513,3.569
88,1778322593.657,2,2.406,3.838
88,1778322601.364,3,3.099,4.665
88,1778322607.634,3,1.318,2.567
88,1778322618.998,3,1.175,2.546
88,1778322558.912,1,0.958,6.605
88,1778322570.642,1,0.747,1.762
88,1778322572.629,1,0.96,5.561
88,1778322580.424,2,0.885,6.55
88,1778322586.461,2,1.513,3.569
88,1778322593.657,2,2.406,3.838
88,1778322601.364,3,3.099,4.665
88,1778322607.634,3,1.318,2.567
88,1778322618.998,3,1.175,2.546
89,1778322636.051,1,1.105,6.684
89,1778322650.44,1,0.586,4.901
89,1778322658.515,2,2.345,5.268
89,1778322664.928,2,1.584,3.587
89,1778322672.179,2,1.628,3.983
89,1778322676.56,3,1.519,3.632
89,1778322679.969,3,0.861,6.538
89,1778322691.158,3,1.391,4.067
