race_id,timestamp,speed_px_s
23,1776631525.491,3.705
23,1776631525.691,3.619
23,1776631525.891,3.441
23,1776631526.091,3.798
23,1776631526.291,4.349
23,1776631526.491,4.259
23,1776631526.691,3.91
23,1776631526.891,4.183
23,1776631527.091,4.43
23,1776631527.291,3.999
23,1776631527.491,4.599
23,1776631527.691,4.71
23,1776631527.891,4.586
23,1776631528.091,4.81
23,1776631528.291,4.663
23,1776631528.491,4.971
23,1776631528.691,5.236
23,1776631528.891,6.054
23,1776631529.091,5.798
23,1776631529.291,5.048
23,1776631529.491,5.734
23,1776631529.691,5.513
23,1776631529.891,6.068
23,1776631530.091,6.361
23,1776631530.291,5.288
23,1776631530.491,5.717
23,1776631530.691,5.928
23,1776631530.891,5.437
23,1776631531.091,6.627
23,1776631531.291,5.794
23,1776631531.491,5.882
23,1776631531.691,6.045
23,1776631531.891,6.123
23,1776631532.091,5.159
23,1776631532.291,7.56
23,1776631532.491,5.82
23,1776631532.691,6.262
23,1776631532.891,6.235
23,1776631533.091,5.407
23,1776631533.291,6.268
23,1776631533.491,6.077
23,1776631533.691,5.844
23,1776631533.891,5.433
23,1776631534.091,5.697
23,1776631534.291,5.935
23,1776631534.491,5.656
23,1776631534.691,2.568
23,1776631534.891,2.211
23,1776631535.091,2.617
23,1776631535.291,1.84
23,1776631535.491,2.073
23,1776631535.691,1.878
23,1776631535.891,2.369
23,1776631536.091,1.665
23,1776631536.291,2.172
23,1776631536.491,5.679
23,1776631536.691,5.188
23,1776631536.891,5.191
23,1776631537.091,4.614
23,1776631537.291,5.122
23,1776631537.491,4.789
23,1776631537.691,5.427
23,1776631537.891,4.748
23,1776631538.091,4.041
23,1776631538.291,3.929
23,1776631538.491,3.925
23,1776631538.691,4.661
23,1776631538.891,3.935
23,1776631539.091,3.902
23,1776631539.291,3.341
23,1776631539.491,5.802
23,1776631539.691,5.41
23,1776631539.891,4.099
23,1776631540.091,3.602
23,1776631540.291,3.852
23,1776631540.491,3.173
23,1776631540.691,4.276
23,1776631540.891,3.453
23,1776631541.091,3.579
23,1776631541.291,3.456
23,1776631541.491,3.496
23,1776631541.691,3.342
23,1776631541.891,2.614
23,1776631542.091,3.619
23,1776631542.291,2.777
23,1776631542.491,2.89
23,1776631542.691,2.378
23,1776631542.891,2.028
23,1776631543.091,2.705
23,1776631543.291,2.306
23,1776631543.491,3.051
23,1776631543.691,2.906
23,1776631543.891,2.997
23,1776631544.091,2.669
23,1776631544.291,2.524
23,1776631544.491,2.598
23,1776631544.691,4.18
23,1776631544.891,3.02
23,1776631545.091,2.884
23,1776631545.291,3.075
23,1776631545.491,2.603
23,1776631545.691,3.367
23,1776631545.891,2.974
23,1776631546.091,3.089
23,1776631546.291,3.015
23,1776631546.491,3.003
23,1776631546.691,3.931
23,1776631546.891,3.264
23,1776631547.091,3.706
23,1776631547.291,3.401
23,1776631547.491,3.354
23,1776631547.691,3.66
23,1776631547.891,3.981
23,1776631548.091,3.786
23,1776631548.291,3.658
23,1776631548.491,4.105
23,1776631548.691,3.379
23,1776631548.891,3.672
23,1776631549.091,3.89
23,1776631549.291,3.79
23,1776631549.491,4.787
23,1776631549.691,4.147
23,1776631549.891,5.045
23,1776631550.091,4.203
23,1776631550.291,4.796
23,1776631550.491,5.161
23,1776631550.691,1.045
23,1776631550.891,1.359
23,1776631551.091,2.14
23,1776631551.291,1.224
23,1776631551.491,1.19
23,1776631551.691,1.56
23,1776631551.891,2.471
23,1776631552.091,3.145
23,1776631552.291,1.16
23,1776631552.491,5.46
23,1776631552.691,5.277
23,1776631552.891,5.548
23,1776631553.091,5.481
23,1776631553.291,5.366
23,1776631553.491,5.348
23,1776631553.691,5.967
23,1776631553.891,6.268
23,1776631554.091,5.919
23,1776631554.291,6.204
23,1776631554.491,5.828
23,1776631554.691,5.462
23,1776631554.891,6.13
23,1776631555.091,5.697
23,1776631555.291,5.755
23,1776631555.491,6.264
23,1776631555.691,6.016
23,1776631555.891,7.56
23,1776631556.091,5.883
23,1776631556.291,5.869
23,1776631556.491,7.56
23,1776631556.691,6.015
23,1776631556.891,5.49
23,1776631557.091,5.568
23,1776631557.291,5.778
23,1776631557.491,5.723
23,1776631557.691,5.131
23,1776631557.891,4.906
23,1776631558.091,5.78
23,1776631558.291,5.192
23,1776631558.491,5.466
23,1776631558.691,5.572
23,1776631558.891,5.243
23,1776631559.091,5.527
23,1776631559.291,4.885
23,1776631559.491,5.375
23,1776631559.691,5.052
23,1776631559.891,4.036
23,1776631560.091,4.717
23,1776631560.291,4.418
23,1776631560.491,4.482
23,1776631560.691,3.706
23,1776631560.891,4.692
23,1776631561.091,3.654
23,1776631561.291,4.417
23,1776631561.491,4.369
23,1776631561.691,3.638
23,1776631561.891,4.144
23,1776631562.091,3.956
23,1776631562.291,3.695
23,1776631562.491,3.769
23,1776631562.691,3.714
23,1776631562.891,3.722
23,1776631563.091,3.209
23,1776631563.291,3.086
23,1776631563.491,3.377
23,1776631563.691,3.31
23,1776631563.891,4.114
23,1776631564.091,3.23
23,1776631564.291,2.626
23,1776631564.491,2.831
23,1776631564.691,2.764
23,1776631564.891,3.393
23,1776631565.091,3.207
23,1776631565.291,3.088
23,1776631565.491,3.199
23,1776631565.691,2.633
23,1776631565.891,2.285
23,1776631566.091,3.056
23,1776631566.291,2.123
23,1776631566.491,3.046
23,1776631566.691,0.865
23,1776631566.891,1.935
23,1776631567.091,0.383
23,1776631567.291,0.834
23,1776631567.491,1.931
23,1776631567.691,1.432
23,1776631567.891,0.919
23,1776631568.091,1.04
23,1776631568.291,0.458
23,1776631568.491,3.437
23,1776631568.691,3.011
23,1776631568.891,3.023
23,1776631569.091,2.905
23,1776631569.291,3.549
23,1776631569.491,3.101
23,1776631569.691,4.201
23,1776631569.891,3.429
23,1776631570.091,3.573
23,1776631570.291,3.36
23,1776631570.491,3.769
23,1776631570.691,3.732
23,1776631570.891,3.634
23,1776631571.091,3.339
23,1776631571.291,4.295
23,1776631571.491,3.495
23,1776631571.691,4.348
23,1776631571.891,3.713
23,1776631572.091,4.357
23,1776631572.291,4.526
23,1776631572.491,4.149
23,1776631572.691,4.705
23,1776631572.891,4.569
23,1776631573.091,5.275
23,1776631573.291,5.233
23,1776631573.491,5.164
23,1776631573.691,4.455
23,1776631573.891,5.909
23,1776631574.091,5.472
23,1776631574.291,5.678
23,1776631574.491,5.606
23,1776631574.691,4.956
23,1776631574.891,5.509
23,1776631575.091,5.666
23,1776631575.291,7.56
23,1776631575.491,5.432
23,1776631575.691,5.744
23,1776631575.891,5.581
23,1776631576.091,5.901
23,1776631576.291,5.399
23,1776631576.491,5.497
23,1776631576.691,6.491
23,1776631576.891,6.033
23,1776631577.091,5.951
23,1776631577.291,6.459
23,1776631577.491,6.504
23,1776631577.691,7.56
23,1776631577.891,6.082
23,1776631578.091,5.711
23,1776631578.291,6.809
23,1776631578.491,6.206
23,1776631578.691,5.426
23,1776631578.891,6.432
23,1776631579.091,6.608
23,1776631579.291,5.545
23,1776631579.491,5.836
23,1776631579.691,5.471
23,1776631579.891,5.494
23,1776631580.091,5.612
23,1776631580.291,5.62
23,1776631580.491,6.213
23,1776631580.691,5.706
23,1776631580.891,5.965
23,1776631581.091,4.976
23,1776631581.291,4.825
23,1776631581.491,7.56
23,1776631581.691,5.515
23,1776631581.891,5.374
23,1776631582.091,5.133
23,1776631582.291,4.859
23,1776631582.491,4.726
23,1776631582.691,0.652
23,1776631582.891,1.295
23,1776631583.091,2.5
23,1776631583.291,1.844
23,1776631583.491,1.344
23,1776631583.691,1.162
23,1776631583.891,1.893
23,1776631584.091,2.033
23,1776631584.291,1.896
23,1776631584.491,3.725
23,1776631584.691,3.885
23,1776631584.891,3.846
23,1776631585.091,4.158
23,1776631585.291,3.401
23,1776631585.491,3.64
23,1776631585.691,3.677
23,1776631585.891,2.94
23,1776631586.091,2.596
23,1776631586.291,3.703
23,1776631586.491,2.956
23,1776631586.691,3.297
23,1776631586.891,3.527
23,1776631587.091,2.849
23,1776631587.291,3.128
23,1776631587.491,2.174
23,1776631587.691,3.19
23,1776631587.891,2.811
23,1776631588.091,2.688
23,1776631588.291,2.365
23,1776631588.491,2.74
23,1776631588.691,2.735
23,1776631588.891,2.618
23,1776631589.091,2.134
23,1776631589.291,3.02
23,1776631589.491,3.125
23,1776631589.691,2.415
23,1776631589.891,3.149
23,1776631590.091,2.863
23,1776631590.291,2.673
24,1776631625.634,4.272
24,1776631625.834,4.998
24,1776631626.034,4.937
24,1776631626.234,4.308
24,1776631626.434,4.421
24,1776631626.634,4.546
24,1776631626.834,5.022
24,1776631627.034,5.073
24,1776631627.234,4.558
24,1776631627.434,5.234
24,1776631627.634,5.123
24,1776631627.834,5.603
24,1776631628.034,5.097
24,1776631628.234,5.575
24,1776631628.434,5.017
24,1776631628.634,6.013
24,1776631628.834,5.206
24,1776631629.034,5.021
24,1776631629.234,5.44
24,1776631629.434,5.871
24,1776631629.634,6.454
24,1776631629.834,5.848
24,1776631630.034,6.24
24,1776631630.234,5.822
24,1776631630.434,6.28
24,1776631630.634,6.047
24,1776631630.834,5.594
24,1776631631.034,5.898
24,1776631631.234,5.706
24,1776631631.434,6.024
24,1776631631.634,5.421
24,1776631631.834,5.886
24,1776631632.034,5.891
24,1776631632.234,6.675
24,1776631632.434,5.779
24,1776631632.634,5.681
24,1776631632.834,5.786
24,1776631633.034,6.075
24,1776631633.234,5.793
24,1776631633.434,6.014
24,1776631633.634,5.556
24,1776631633.834,6.148
24,1776631634.034,5.216
24,1776631634.234,5.531
24,1776631634.434,5.775
24,1776631634.634,5.975
24,1776631634.834,4.957
24,1776631635.034,5.043
24,1776631635.234,5.116
24,1776631635.434,4.613
24,1776631635.634,5.175
24,1776631635.834,4.701
24,1776631636.034,5.109
24,1776631636.234,4.945
24,1776631636.434,4.054
24,1776631636.634,4.254
24,1776631636.834,4.065
24,1776631637.034,4.399
24,1776631637.234,4.319
24,1776631637.434,4.033
24,1776631637.634,3.904
24,1776631637.834,3.984
24,1776631638.034,3.992
24,1776631638.234,3.255
24,1776631638.434,5.153
24,1776631638.634,3.661
24,1776631638.834,3.96
24,1776631639.034,3.687
24,1776631639.234,3.766
24,1776631639.434,4.222
24,1776631639.634,3.535
24,1776631639.834,0.969
24,1776631640.034,1.597
24,1776631640.234,1.588
24,1776631640.434,0.468
24,1776631640.634,0.636
24,1776631640.834,1.091
24,1776631641.034,1.168
24,1776631641.234,0.849
24,1776631641.434,0.851
24,1776631641.634,3.009
24,1776631641.834,2.505
24,1776631642.034,2.967
24,1776631642.234,2.541
24,1776631642.434,2.918
24,1776631642.634,2.894
24,1776631642.834,2.705
24,1776631643.034,2.878
24,1776631643.234,3.4
24,1776631643.434,2.837
24,1776631643.634,2.631
24,1776631643.834,2.881
24,1776631644.034,2.694
24,1776631644.234,2.614
24,1776631644.434,3.183
24,1776631644.634,3.567
24,1776631644.834,2.988
24,1776631645.034,2.866
24,1776631645.234,3.567
24,1776631645.434,3.12
24,1776631645.634,4.157
24,1776631645.834,3.26
24,1776631646.034,3.453
24,1776631646.234,4.141
24,1776631646.434,3.838
24,1776631646.634,3.977
24,1776631646.834,4.093
24,1776631647.034,3.646
24,1776631647.234,4.209
24,1776631647.434,4.489
24,1776631647.634,3.82
24,1776631647.834,4.631
24,1776631648.034,4.69
24,1776631648.234,4.627
24,1776631648.434,4.319
24,1776631648.634,3.679
24,1776631648.834,4.586
24,1776631649.034,4.773
24,1776631649.234,5.439
24,1776631649.434,5.032
24,1776631649.634,4.057
24,1776631649.834,5.697
24,1776631650.034,4.912
24,1776631650.234,5.308
24,1776631650.434,5.43
24,1776631650.634,6.03
24,1776631650.834,5.669
24,1776631651.034,5.026
24,1776631651.234,5.174
24,1776631651.434,5.771
24,1776631651.634,5.107
24,1776631651.834,5.448
24,1776631652.034,5.58
24,1776631652.234,5.916
24,1776631652.434,6.087
24,1776631652.634,6.044
24,1776631652.834,6.396
24,1776631653.034,5.922
24,1776631653.234,6.331
24,1776631653.434,6.072
24,1776631653.634,5.443
24,1776631653.834,5.792
24,1776631654.034,5.896
24,1776631654.234,6.166
24,1776631654.434,6.181
24,1776631654.634,7.56
24,1776631654.834,5.692
24,1776631655.034,6.849
24,1776631655.234,5.751
24,1776631655.434,5.988
24,1776631655.634,5.558
24,1776631655.834,2.495
24,1776631656.034,1.455
24,1776631656.234,1.569
24,1776631656.434,2.047
24,1776631656.634,2.205
24,1776631656.834,3.081
24,1776631657.034,3.12
24,1776631657.234,1.9
24,1776631657.434,2.331
24,1776631657.634,5.728
24,1776631657.834,5.079
24,1776631658.034,5.391
24,1776631658.234,4.855
24,1776631658.434,4.019
24,1776631658.634,4.773
24,1776631658.834,5.41
24,1776631659.034,5.115
24,1776631659.234,4.606
24,1776631659.434,4.159
24,1776631659.634,3.905
24,1776631659.834,3.912
24,1776631660.034,3.852
24,1776631660.234,4.073
24,1776631660.434,4.356
24,1776631660.634,6.095
24,1776631660.834,3.455
24,1776631661.034,4.284
24,1776631661.234,4.434
24,1776631661.434,3.387
24,1776631661.634,3.714
24,1776631661.834,3.301
24,1776631662.034,3.745
24,1776631662.234,3.644
24,1776631662.434,2.928
24,1776631662.634,3.111
24,1776631662.834,2.613
24,1776631663.034,3.354
24,1776631663.234,3.587
24,1776631663.434,3.328
24,1776631663.634,2.391
24,1776631663.834,2.814
24,1776631664.034,2.725
24,1776631664.234,2.958
24,1776631664.434,3.144
24,1776631664.634,2.366
24,1776631664.834,2.903
24,1776631665.034,2.09
24,1776631665.234,2.656
24,1776631665.434,2.937
24,1776631665.634,3.219
24,1776631665.834,2.26
24,1776631666.034,2.929
24,1776631666.234,3.528
24,1776631666.434,3.483
24,1776631666.634,2.918
24,1776631666.834,3.041
24,1776631667.034,3.205
24,1776631667.234,3.122
24,1776631667.434,3.192
24,1776631667.634,3.645
24,1776631667.834,3.037
24,1776631668.034,3.074
24,1776631668.234,3.658
24,1776631668.434,3.203
24,1776631668.634,3.428
24,1776631668.834,5.417
24,1776631669.034,3.299
24,1776631669.234,3.964
24,1776631669.434,3.451
24,1776631669.634,5.693
24,1776631669.834,3.168
24,1776631670.034,3.651
24,1776631670.234,4.22
24,1776631670.434,4.343
24,1776631670.634,4.145
24,1776631670.834,3.972
24,1776631671.034,4.055
24,1776631671.234,4.614
24,1776631671.434,4.871
24,1776631671.634,4.591
24,1776631671.834,1.618
24,1776631672.034,2.713
24,1776631672.234,1.331
24,1776631672.434,0.903
24,1776631672.634,2.206
24,1776631672.834,2.303
24,1776631673.034,2.184
24,1776631673.234,2.554
24,1776631673.434,2.533
24,1776631673.634,5.532
24,1776631673.834,5.148
24,1776631674.034,5.473
24,1776631674.234,6.283
24,1776631674.434,6.084
24,1776631674.634,5.512
24,1776631674.834,6.003
24,1776631675.034,5.81
24,1776631675.234,6.198
24,1776631675.434,5.787
24,1776631675.634,6.039
24,1776631675.834,6.18
24,1776631676.034,6.207
24,1776631676.234,5.968
24,1776631676.434,7.56
24,1776631676.634,5.649
24,1776631676.834,5.944
24,1776631677.034,5.774
24,1776631677.234,6.099
24,1776631677.434,5.899
24,1776631677.634,5.473
24,1776631677.834,6.318
24,1776631678.034,5.323
24,1776631678.234,5.756
24,1776631678.434,5.744
24,1776631678.634,5.332
24,1776631678.834,5.858
24,1776631679.034,5.773
24,1776631679.234,6.108
24,1776631679.434,7.319
24,1776631679.634,6.324
24,1776631679.834,5.588
24,1776631680.034,5.409
24,1776631680.234,5.599
24,1776631680.434,5.222
24,1776631680.634,5.794
24,1776631680.834,4.82
24,1776631681.034,5.946
24,1776631681.234,4.475
24,1776631681.434,5.208
24,1776631681.634,4.392
24,1776631681.834,4.157
24,1776631682.034,4.669
24,1776631682.234,4.769
24,1776631682.434,4.764
24,1776631682.634,4.378
24,1776631682.834,4.228
24,1776631683.034,4.038
24,1776631683.234,3.898
24,1776631683.434,4.134
24,1776631683.634,3.646
24,1776631683.834,3.515
24,1776631684.034,2.59
24,1776631684.234,3.707
24,1776631684.434,5.321
24,1776631684.634,3.266
24,1776631684.834,3.011
24,1776631685.034,3.179
24,1776631685.234,2.601
24,1776631685.434,2.957
24,1776631685.634,3.051
24,1776631685.834,3.289
24,1776631686.034,3.129
24,1776631686.234,3.653
24,1776631686.434,3.201
24,1776631686.634,2.906
24,1776631686.834,2.513
24,1776631687.034,2.963
24,1776631687.234,2.681
24,1776631687.434,3.033
24,1776631687.634,2.635
24,1776631687.834,0.656
24,1776631688.034,0.349
24,1776631688.234,1.585
24,1776631688.434,1.62
24,1776631688.634,1.231
24,1776631688.834,0.967
24,1776631689.034,1.006
24,1776631689.234,0.485
24,1776631689.434,1.011
24,1776631689.634,2.793
24,1776631689.834,2.54
24,1776631690.034,3.477
24,1776631690.234,2.99
24,1776631690.434,3.42
24,1776631690.634,3.493
24,1776631690.834,3.736
24,1776631691.034,3.781
24,1776631691.234,3.351
24,1776631691.434,2.943
24,1776631691.634,3.813
24,1776631691.834,3.893
24,1776631692.034,3.324
24,1776631692.234,3.833
24,1776631692.434,3.958
24,1776631692.634,4.819
24,1776631692.834,4.092
24,1776631693.034,5.077
24,1776631693.234,4.193
24,1776631693.434,3.733
24,1776631693.634,4.308
24,1776631693.834,4.099
24,1776631694.034,4.361
24,1776631694.234,4.351
24,1776631694.434,4.62
24,1776631694.634,4.954
24,1776631694.834,5.503
24,1776631695.034,4.781
24,1776631695.234,7.56
24,1776631695.434,5.908
24,1776631695.634,5.242
24,1776631695.834,4.849
24,1776631696.034,5.668
24,1776631696.234,5.24
24,1776631696.434,5.429
24,1776631696.634,5.359
24,1776631696.834,5.822
24,1776631697.034,5.938
24,1776631697.234,5.836
24,1776631697.434,5.212
24,1776631697.634,6.074
24,1776631697.834,5.919
24,1776631698.034,5.536
24,1776631698.234,6.19
24,1776631698.434,5.742
24,1776631698.634,6.149
24,1776631698.834,6.073
24,1776631699.034,6.329
24,1776631699.234,6.064
24,1776631699.434,6.646
24,1776631699.634,6.031
24,1776631699.834,6.248
24,1776631700.034,5.853
24,1776631700.234,6.087
24,1776631700.434,5.312
24,1776631700.634,5.408
24,1776631700.834,5.89
24,1776631701.034,6.073
24,1776631701.234,5.866
24,1776631701.434,5.455
24,1776631701.634,5.3
25,1776631736.958,4.621
25,1776631737.158,4.189
25,1776631737.358,4.214
25,1776631737.558,4.154
25,1776631737.758,4.375
25,1776631737.958,4.865
25,1776631738.158,5.146
25,1776631738.358,4.669
25,1776631738.558,4.791
25,1776631738.758,4.844
25,1776631738.958,5.391
25,1776631739.158,5.081
25,1776631739.358,4.706
25,1776631739.558,5.942
25,1776631739.758,5.91
25,1776631739.958,5.529
25,1776631740.158,5.796
25,1776631740.358,5.183
25,1776631740.558,5.932
25,1776631740.758,6.205
25,1776631740.958,6.134
25,1776631741.158,4.571
25,1776631741.358,5.996
25,1776631741.558,5.772
25,1776631741.758,7.56
25,1776631741.958,5.584
25,1776631742.158,6.455
25,1776631742.358,5.523
25,1776631742.558,5.552
25,1776631742.758,6.462
25,1776631742.958,6.309
25,1776631743.158,6.385
25,1776631743.358,6.482
25,1776631743.558,5.985
25,1776631743.758,6.113
25,1776631743.958,5.986
25,1776631744.158,5.765
25,1776631744.358,5.708
25,1776631744.558,5.936
25,1776631744.758,5.54
25,1776631744.958,5.799
25,1776631745.158,5.885
25,1776631745.358,5.587
25,1776631745.558,5.852
25,1776631745.758,5.913
25,1776631745.958,5.665
25,1776631746.158,5.563
25,1776631746.358,5.594
25,1776631746.558,5.525
25,1776631746.758,5.05
25,1776631746.958,4.624
25,1776631747.158,4.392
25,1776631747.358,4.661
25,1776631747.558,5.517
25,1776631747.758,4.299
25,1776631747.958,4.496
25,1776631748.158,5.087
25,1776631748.358,4.432
25,1776631748.558,4.385
25,1776631748.758,4.813
25,1776631748.958,3.792
25,1776631749.158,4.542
25,1776631749.358,3.928
25,1776631749.558,3.883
25,1776631749.758,3.867
25,1776631749.958,3.319
25,1776631750.158,3.698
25,1776631750.358,3.07
25,1776631750.558,3.079
25,1776631750.758,3.764
25,1776631750.958,3.756
25,1776631751.158,2.026
25,1776631751.358,0.818
25,1776631751.558,1.75
25,1776631751.758,1.737
25,1776631751.958,0.91
25,1776631752.158,0.996
25,1776631752.358,0.981
25,1776631752.558,1.176
25,1776631752.758,1.738
25,1776631752.958,3.025
25,1776631753.158,2.61
25,1776631753.358,2.195
25,1776631753.558,2.743
25,1776631753.758,2.706
25,1776631753.958,2.909
25,1776631754.158,3.247
25,1776631754.358,2.156
25,1776631754.558,4.541
25,1776631754.758,2.381
25,1776631754.958,2.483
25,1776631755.158,3.419
25,1776631755.358,2.983
25,1776631755.558,2.879
25,1776631755.758,3.306
25,1776631755.958,2.827
25,1776631756.158,3.012
25,1776631756.358,2.745
25,1776631756.558,2.693
25,1776631756.758,3.308
25,1776631756.958,3.995
25,1776631757.158,3.238
25,1776631757.358,3.6
25,1776631757.558,3.202
25,1776631757.758,3.683
25,1776631757.958,3.824
25,1776631758.158,4.056
25,1776631758.358,3.71
25,1776631758.558,3.655
25,1776631758.758,4.068
25,1776631758.958,4.353
25,1776631759.158,3.711
25,1776631759.358,4.698
25,1776631759.558,4.721
25,1776631759.758,4.291
25,1776631759.958,4.978
25,1776631760.158,4.523
25,1776631760.358,4.16
25,1776631760.558,4.714
25,1776631760.758,4.997
25,1776631760.958,5.578
25,1776631761.158,5.808
25,1776631761.358,5.2
25,1776631761.558,5.392
25,1776631761.758,5.407
25,1776631761.958,5.789
25,1776631762.158,5.469
25,1776631762.358,5.255
25,1776631762.558,5.284
25,1776631762.758,6.022
25,1776631762.958,5.426
25,1776631763.158,5.466
25,1776631763.358,5.903
25,1776631763.558,6.664
25,1776631763.758,6.09
25,1776631763.958,5.817
25,1776631764.158,5.939
25,1776631764.358,5.627
25,1776631764.558,6.212
25,1776631764.758,6.568
25,1776631764.958,5.775
25,1776631765.158,6.194
25,1776631765.358,5.528
25,1776631765.558,5.976
25,1776631765.758,5.217
25,1776631765.958,6.341
25,1776631766.158,5.949
25,1776631766.358,5.483
25,1776631766.558,5.482
25,1776631766.758,5.803
25,1776631766.958,6.199
25,1776631767.158,2.193
25,1776631767.358,1.545
25,1776631767.558,2.096
25,1776631767.758,1.991
25,1776631767.958,2.989
25,1776631768.158,1.989
25,1776631768.358,1.831
25,1776631768.558,2.364
25,1776631768.758,1.557
25,1776631768.958,5.441
25,1776631769.158,5.244
25,1776631769.358,4.979
25,1776631769.558,4.189
25,1776631769.758,4.749
25,1776631769.958,4.419
25,1776631770.158,4.741
25,1776631770.358,4.807
25,1776631770.558,4.523
25,1776631770.758,4.159
25,1776631770.958,4.439
25,1776631771.158,4.551
25,1776631771.358,4.63
25,1776631771.558,4.318
25,1776631771.758,3.424
25,1776631771.958,3.855
25,1776631772.158,3.453
25,1776631772.358,3.782
25,1776631772.558,3.946
25,1776631772.758,2.912
25,1776631772.958,3.545
25,1776631773.158,3.297
25,1776631773.358,3.652
25,1776631773.558,3.086
25,1776631773.758,3.518
25,1776631773.958,3.636
25,1776631774.158,3.628
25,1776631774.358,3.165
25,1776631774.558,3.465
25,1776631774.758,3.017
25,1776631774.958,2.895
25,1776631775.158,2.624
25,1776631775.358,3.257
25,1776631775.558,2.636
25,1776631775.758,2.313
25,1776631775.958,2.599
25,1776631776.158,2.326
25,1776631776.358,2.656
25,1776631776.558,3.182
25,1776631776.758,3.063
25,1776631776.958,3.413
25,1776631777.158,2.35
25,1776631777.358,3.105
25,1776631777.558,2.742
25,1776631777.758,3.04
25,1776631777.958,2.148
25,1776631778.158,3.415
25,1776631778.358,2.82
25,1776631778.558,2.843
25,1776631778.758,3.172
25,1776631778.958,2.907
25,1776631779.158,3.257
25,1776631779.358,3.536
25,1776631779.558,3.391
25,1776631779.758,3.578
25,1776631779.958,4.493
25,1776631780.158,3.781
25,1776631780.358,3.261
25,1776631780.558,4.315
25,1776631780.758,4.111
25,1776631780.958,3.786
25,1776631781.158,3.727
25,1776631781.358,3.352
25,1776631781.558,3.363
25,1776631781.758,4.757
25,1776631781.958,4.305
25,1776631782.158,4.256
25,1776631782.358,4.296
25,1776631782.558,4.763
25,1776631782.758,4.602
25,1776631782.958,4.113
25,1776631783.158,2.125
25,1776631783.358,1.64
25,1776631783.558,2.052
25,1776631783.758,2.5
25,1776631783.958,1.886
25,1776631784.158,2.256
25,1776631784.358,2.457
25,1776631784.558,1.962
25,1776631784.758,1.851
25,1776631784.958,5.687
25,1776631785.158,5.617
25,1776631785.358,5.812
25,1776631785.558,5.954
25,1776631785.758,5.97
25,1776631785.958,5.8
25,1776631786.158,6.085
25,1776631786.358,5.974
25,1776631786.558,6.06
25,1776631786.758,6.015
25,1776631786.958,6.132
25,1776631787.158,5.218
25,1776631787.358,6.246
25,1776631787.558,5.735
25,1776631787.758,6.448
25,1776631787.958,5.727
25,1776631788.158,6.124
25,1776631788.358,5.809
25,1776631788.558,5.886
25,1776631788.758,6.273
25,1776631788.958,6.034
25,1776631789.158,5.696
25,1776631789.358,5.464
25,1776631789.558,5.951
25,1776631789.758,5.638
25,1776631789.958,5.71
25,1776631790.158,5.64
25,1776631790.358,5.227
25,1776631790.558,5.335
25,1776631790.758,5.687
25,1776631790.958,5.848
25,1776631791.158,5.577
25,1776631791.358,4.923
25,1776631791.558,5.291
25,1776631791.758,5.807
25,1776631791.958,5.102
25,1776631792.158,5.258
25,1776631792.358,4.86
25,1776631792.558,4.027
25,1776631792.758,4.359
25,1776631792.958,5.006
25,1776631793.158,4.621
25,1776631793.358,4.33
25,1776631793.558,4.505
25,1776631793.758,4.334
25,1776631793.958,4.586
25,1776631794.158,4.237
25,1776631794.358,3.808
25,1776631794.558,3.232
25,1776631794.758,3.454
25,1776631794.958,3.599
25,1776631795.158,3.752
25,1776631795.358,4.195
25,1776631795.558,3.407
25,1776631795.758,3.631
25,1776631795.958,3.104
25,1776631796.158,2.969
25,1776631796.358,3.163
25,1776631796.558,3.298
25,1776631796.758,3.028
25,1776631796.958,3.159
25,1776631797.158,2.906
25,1776631797.358,3.13
25,1776631797.558,2.704
25,1776631797.758,3.267
25,1776631797.958,2.132
25,1776631798.158,2.637
25,1776631798.358,2.968
25,1776631798.558,3.233
25,1776631798.758,2.735
25,1776631798.958,2.598
25,1776631799.158,1.642
25,1776631799.358,1.142
25,1776631799.558,1.634
25,1776631799.758,1.602
25,1776631799.958,1.39
25,1776631800.158,0.831
25,1776631800.358,1.468
25,1776631800.558,1.358
25,1776631800.758,1.321
25,1776631800.958,3.613
25,1776631801.158,3.121
25,1776631801.358,2.886
25,1776631801.558,3.251
25,1776631801.758,3.187
25,1776631801.958,2.951
25,1776631802.158,3.352
25,1776631802.358,3.788
25,1776631802.558,4.372
25,1776631802.758,3.049
25,1776631802.958,3.051
25,1776631803.158,4.134
25,1776631803.358,3.375
25,1776631803.558,3.571
25,1776631803.758,3.66
25,1776631803.958,3.586
25,1776631804.158,3.949
25,1776631804.358,3.992
25,1776631804.558,6.06
25,1776631804.758,4.823
25,1776631804.958,3.791
25,1776631805.158,4.503
25,1776631805.358,4.901
25,1776631805.558,3.899
25,1776631805.758,4.976
25,1776631805.958,4.328
25,1776631806.158,5.56
25,1776631806.358,4.87
25,1776631806.558,5.201
25,1776631806.758,5.8
25,1776631806.958,5.122
25,1776631807.158,5.406
25,1776631807.358,5.692
25,1776631807.558,5.361
25,1776631807.758,6.045
25,1776631807.958,5.431
25,1776631808.158,5.804
25,1776631808.358,5.804
25,1776631808.558,6.127
25,1776631808.758,5.465
25,1776631808.958,5.754
25,1776631809.158,5.44
25,1776631809.358,5.625
25,1776631809.558,5.818
25,1776631809.758,6.03
25,1776631809.958,5.585
25,1776631810.158,5.955
25,1776631810.358,5.409
25,1776631810.558,6.307
